id	file	line	kind	status	code	text
COPY_a1a2ea615572	App/Home/LocalPreviewImportRunner.swift	1515	source_literal	needs_translation	"detailMessage: ""手机本地处理引擎没有初始化成功，这次还没法开始本地结果生成。"","	
COPY_ec015415845e	App/Home/LocalPreviewImportRunner.swift	1703	source_literal	needs_translation	"detailMessage: ""本地导出目录准备失败了，这次没有拿到可写的本地结果输出位置。"","	
COPY_e50fbda0695f	App/Home/LocalPreviewImportRunner.swift	1723	source_literal	needs_translation	"detailMessage: ""这个相册视频没有可用的视频轨道，本地 native 视频链这次无法启动。"","	
COPY_e3d0ad003964	App/Home/LocalPreviewImportRunner.swift	1742	source_literal	needs_translation	"detailMessage: ""本地没法读取这个视频的帧数据，这次无法继续做本地结果生成。"","	
COPY_101192a3affa	App/Home/LocalPreviewImportRunner.swift	1766	source_literal	needs_translation	"detailMessage: ""视频读取输出没有准备成功，这次本地 native 视频链无法继续。"","	
COPY_50329bcea1bc	App/Home/LocalPreviewImportRunner.swift	1785	source_literal	needs_translation	"detailMessage: ""视频帧读取启动失败了，这次本地 native 视频链还没法开始。"","	
COPY_ecf69bb51748	App/Home/LocalPreviewImportRunner.swift	2190	source_literal	needs_translation	"detailMessage: ""这次本地结果没能导出成功。相册视频已经读完，但在保底预算内仍然没有拿到可启动本地链的深度/seed 信号，所以本地处理没法继续往下走。"","	
COPY_bf36d4a6f623	App/Home/LocalPreviewImportRunner.swift	2207	source_literal	needs_translation	"return ""深度先验已经回流，正在根据有效深度和局部一致性初始化本地高斯。"""	
COPY_c6cf3ad4763e	App/Home/LocalPreviewImportRunner.swift	2209	source_literal	needs_translation	"return ""正在等待最后一批单目 depth prior 回流，再启动本地高斯初始化。"""	
COPY_80173c4a088c	App/Home/LocalPreviewImportRunner.swift	2314	source_literal	needs_translation	"detailMessage: ""这次本地结果没能导出成功。深度先验已经回流，但保底 seed 初始化仍然没拿到可开训的稳定几何，所以本地初始化被卡住了。"","	
COPY_ac4324910e70	App/Home/LocalPreviewImportRunner.swift	2582	source_literal	needs_translation	"return ""导出时 native 没拿到健康的可写快照，常见于训练引擎已结束且 retained snapshot 不可用，或当前高斯已经明显收缩到不可导出。"""	
COPY_e1ca37102269	App/Home/LocalPreviewImportRunner.swift	2584	source_literal	needs_translation	"return ""导出文件创建或写入失败。"""	
COPY_68117df59677	App/Home/LocalPreviewImportRunner.swift	2586	source_literal	needs_translation	"return ""Swift 侧在导出前创建输出目录失败。"""	
COPY_87e78fba90dc	App/Home/LocalPreviewImportRunner.swift	2588	source_literal	needs_translation	"return ""native 返回成功，但输出文件仍然为空或不存在。"""	
COPY_613c18ccf4d3	App/Home/LocalPreviewImportRunner.swift	2593	source_literal	needs_translation	"let hintSuffix = reasonHint.isEmpty ? """" : "" 提示：\(reasonHint)"""	
COPY_55a2d09977a4	App/Home/LocalPreviewImportRunner.swift	2594	source_literal	needs_translation	"return ""导出诊断：尝试 \(exportAttempts) 次；状态 \(lastExportStatusCode)（\(lastExportStatusReason)）；文件 \(fileSizeText)；等待步数 \(reachedSteps)。\(hintSuffix)"""	
COPY_1b54273f5666	App/Home/LocalPreviewImportRunner.swift	2674	source_literal	needs_translation	"return ""本地结果已生成。这个结果导出的是本地 Gaussian 结果文件，不再回退成 TSDF/点云伪彩替代物。"""	
COPY_05aa3f7b7691	App/Home/LocalPreviewImportRunner.swift	2682	source_literal	needs_translation	"? ""\n\n初始化阶段看到的工作集并不等于最终可导出的训练高斯。现在只剩 \(gaussians) 个训练高斯，说明后面的 refine / cleanup 已经把大量不稳定候选明显收缩掉了。"""	
COPY_7ce554fd1b69	App/Home/LocalPreviewImportRunner.swift	2685	source_literal	needs_translation	"return ""这次本地结果没能导出成功。本地 refine 已经真正启动并跑到 \(step) 步（\(gaussianSummary)），但最终 Gaussian 结果文件还没有成功写出来。\(collapseNote)\n\n\(exportDiagnosticsDetail())"""	
COPY_21f8946a8aa4	App/Home/LocalPreviewImportRunner.swift	2687	source_literal	needs_translation	"return ""这次本地结果没能导出成功。初始化和本地 refine 已经启动（\(gaussianSummary)），但最终 Gaussian 结果文件还没有成功写出来。\(collapseNote)\n\n\(exportDiagnosticsDetail())"""	
COPY_319e8fbe7e7f	App/Home/LocalPreviewImportRunner.swift	2689	source_literal	needs_translation	"return ""这次本地结果没能导出成功。本地 refine 已经启动，但最终 Gaussian 结果文件还没有成功写出来。\n\n\(exportDiagnosticsDetail())"""	
COPY_729c2b95ced0	App/Home/LocalPreviewImportRunner.swift	2693	source_literal	needs_translation	"return ""这次本地结果没能导出成功。单目 depth prior 已经回流，但关键帧 gate / seed 初始化没有拿到足够的稳定几何，本地结果链没有真正启动。\n\n\(exportDiagnosticsDetail())"""	
COPY_fc6af087cf49	App/Home/LocalPreviewImportRunner.swift	2696	source_literal	needs_translation	"return ""这次本地结果没能导出成功。相册视频已经读完，但单目 depth prior 还没在预算内真正回流，所以本地结果链没能启动。\n\n\(exportDiagnosticsDetail())"""	
COPY_f6a1d29ba5ad	App/Home/LocalPreviewImportRunner.swift	2699	source_literal	needs_translation	"return ""这次本地结果没能导出成功。深度先验已经回流，但关键帧 gate 没有拿到足够的有效帧，本地初始化被卡住了。\n\n\(exportDiagnosticsDetail())"""	
COPY_71911b7f1740	App/Home/LocalPreviewImportRunner.swift	2704	source_literal	needs_translation	"return ""这次本地结果没能导出成功。相册视频在曝光或白平衡一致性上不稳定，导入帧在 photometric gate 里被全部拦下了。\n\n\(exportDiagnosticsDetail())"""	
COPY_de8bc71d7b3c	App/Home/LocalPreviewImportRunner.swift	2707	source_literal	needs_translation	"return ""这次本地结果没能导出成功。视频读取已经完成，但本地 refine 没有真正启动，所以最终 Gaussian 结果文件没有写出来。\n\n\(exportDiagnosticsDetail())"""	
COPY_09a61615699d	App/Home/LocalPreviewImportRunner.swift	2709	source_literal	needs_translation	"return ""这次本地结果没能导出成功。视频读取和训练链已经跑通，但最终 Gaussian 结果文件没有写出来。\n\n\(exportDiagnosticsDetail())"""	
COPY_a7d950539a1b	App/Home/ScanRecord.swift	139	source_literal	needs_translation	"return ""物体"""	
COPY_9bbeb5776622	App/Home/ScanRecord.swift	141	source_literal	needs_translation	"return ""空间"""	
COPY_d19f5c838e5d	App/Home/ScanRecord.swift	148	source_literal	needs_translation	"return ""轨道"""	
COPY_bbaa83800fb1	App/Home/ScanRecord.swift	150	source_literal	needs_translation	"return ""漫游"""	
COPY_ae0d772c3ddf	App/Home/ScanRecord.swift	533	source_literal	needs_translation	"return ""所有分片已发送，正在确认上传"""	
COPY_86e8faf80460	App/Home/ScanRecord.swift	541	source_literal	needs_translation	"return ""已上传 \(Self.byteString(uploadedBytes)) / \(Self.byteString(totalBytes))"""	
COPY_918eaa49200a	App/Home/ScanRecord.swift	557	source_literal	needs_translation	"return ""正在整理上传素材"""	
COPY_59fa92a51cbd	App/Home/ScanRecord.swift	561	source_literal	needs_translation	"return ""正在检查原视频"""	
COPY_ea8f6c1ac7b3	App/Home/ScanRecord.swift	563	source_literal	needs_translation	"return ""正在重封装上传视频"""	
COPY_8d05b62ad887	App/Home/ScanRecord.swift	565	source_literal	needs_translation	"return ""正在校验整理结果"""	
COPY_ede19a946e6d	App/Home/ScanRecord.swift	567	source_literal	needs_translation	"return ""上传素材已整理完成"""	
COPY_6c3819356405	App/Home/ScanRecord.swift	569	source_literal	needs_translation	"return ""正在整理上传素材"""	
COPY_ee0b6683f28c	App/Home/ScanRecord.swift	578	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边同步给 GPU"" : ""GPU 正在接收输入视频"""	
COPY_ee0b6683f28c	App/Home/ScanRecord.swift	578	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边同步给 GPU"" : ""GPU 正在接收输入视频"""	
COPY_191f02bec78b	App/Home/ScanRecord.swift	580	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边识别视频头"" : ""正在识别视频头"""	
COPY_191f02bec78b	App/Home/ScanRecord.swift	580	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边识别视频头"" : ""正在识别视频头"""	
COPY_a764b34332db	App/Home/ScanRecord.swift	582	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_a764b34332db	App/Home/ScanRecord.swift	582	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_02b5623db913	App/Home/ScanRecord.swift	584	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_02b5623db913	App/Home/ScanRecord.swift	584	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_e6be0daef199	App/Home/ScanRecord.swift	586	source_literal	needs_translation	"return ""正在等待足够帧后启动增量相机重建"""	
COPY_6327858f47c2	App/Home/ScanRecord.swift	588	source_literal	needs_translation	"return ""正在等待更多帧后刷新增量相机重建"""	
COPY_e8d97eac9949	App/Home/ScanRecord.swift	590	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在刷新增量相机重建结果"""	
COPY_e8d97eac9949	App/Home/ScanRecord.swift	590	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在刷新增量相机重建结果"""	
COPY_125ac980ad26	App/Home/ScanRecord.swift	592	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_125ac980ad26	App/Home/ScanRecord.swift	592	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_9eeb2883d35d	App/Home/ScanRecord.swift	594	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_9eeb2883d35d	App/Home/ScanRecord.swift	594	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_6fa801c913fa	App/Home/ScanRecord.swift	596	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边做相机重建"" : ""正在做相机重建"""	
COPY_6fa801c913fa	App/Home/ScanRecord.swift	596	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边做相机重建"" : ""正在做相机重建"""	
COPY_2cab2c110a6e	App/Home/ScanRecord.swift	598	source_literal	needs_translation	"return ""正在做训练前检查"""	
COPY_89117cba3061	App/Home/ScanRecord.swift	607	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边同步给 GPU"" : ""GPU 已接单，正在接收输入"""	
COPY_89117cba3061	App/Home/ScanRecord.swift	607	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边同步给 GPU"" : ""GPU 已接单，正在接收输入"""	
COPY_9d198a676c98	App/Home/ScanRecord.swift	609	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边识别视频头"" : ""正在识别视频头"""	
COPY_9d198a676c98	App/Home/ScanRecord.swift	609	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边识别视频头"" : ""正在识别视频头"""	
COPY_c6b2d20f756f	App/Home/ScanRecord.swift	611	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_c6b2d20f756f	App/Home/ScanRecord.swift	611	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_95eb22c0b714	App/Home/ScanRecord.swift	613	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_95eb22c0b714	App/Home/ScanRecord.swift	613	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_14a753ca014a	App/Home/ScanRecord.swift	615	source_literal	needs_translation	"return ""正在等待足够帧后启动增量相机重建"""	
COPY_37d7b0743e51	App/Home/ScanRecord.swift	617	source_literal	needs_translation	"return ""正在等待更多帧后刷新增量相机重建"""	
COPY_df702dbbe8f9	App/Home/ScanRecord.swift	619	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在刷新增量相机重建结果"""	
COPY_df702dbbe8f9	App/Home/ScanRecord.swift	619	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在刷新增量相机重建结果"""	
COPY_4859684436c2	App/Home/ScanRecord.swift	621	source_literal	needs_translation	"return ""正在抽帧"""	
COPY_303c61a9d20f	App/Home/ScanRecord.swift	623	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_303c61a9d20f	App/Home/ScanRecord.swift	623	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_cf64a3a52547	App/Home/ScanRecord.swift	625	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_cf64a3a52547	App/Home/ScanRecord.swift	625	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_e4e594e74962	App/Home/ScanRecord.swift	627	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边做相机重建"" : ""正在做相机重建"""	
COPY_e4e594e74962	App/Home/ScanRecord.swift	627	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边做相机重建"" : ""正在做相机重建"""	
COPY_6e84c1e10180	App/Home/ScanRecord.swift	630	source_literal	needs_translation	"return ""正在做训练前检查"""	
COPY_c8f53288345f	App/Home/ScanRecord.swift	633	source_literal	needs_translation	"return ""正在做训练前检查"""	
COPY_194c25588792	App/Home/ScanRecord.swift	636	source_literal	needs_translation	"return ""预处理完成，正在等待 GPU"""	
COPY_257261bfe45a	App/Home/ScanRecord.swift	638	source_literal	needs_translation	"return ""GPU 已接单，正在启动阶段任务"""	
COPY_1badbdf4ed4f	App/Home/ScanRecord.swift	645	source_literal	needs_translation	"if source.contains(""COLMAP"") || source.contains(""稀疏模型"") {"	
COPY_00f518870a72	App/Home/ScanRecord.swift	646	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在做相机重建"""	
COPY_00f518870a72	App/Home/ScanRecord.swift	646	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边增量相机重建"" : ""正在做相机重建"""	
COPY_9c8590574e85	App/Home/ScanRecord.swift	648	source_literal	needs_translation	"if source.contains(""匹配相邻视角"") || source.contains(""组视角已匹配"") || source.contains(""视角已匹配"") {"	
COPY_9c8590574e85	App/Home/ScanRecord.swift	648	source_literal	needs_translation	"if source.contains(""匹配相邻视角"") || source.contains(""组视角已匹配"") || source.contains(""视角已匹配"") {"	
COPY_9c8590574e85	App/Home/ScanRecord.swift	648	source_literal	needs_translation	"if source.contains(""匹配相邻视角"") || source.contains(""组视角已匹配"") || source.contains(""视角已匹配"") {"	
COPY_405827bd1fa6	App/Home/ScanRecord.swift	649	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_405827bd1fa6	App/Home/ScanRecord.swift	649	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边匹配相邻视角"" : ""正在匹配相邻视角"""	
COPY_60458545012e	App/Home/ScanRecord.swift	651	source_literal	needs_translation	"if source.contains(""抽取帧图像"") || source.contains(""抽帧"") {"	
COPY_60458545012e	App/Home/ScanRecord.swift	651	source_literal	needs_translation	"if source.contains(""抽取帧图像"") || source.contains(""抽帧"") {"	
COPY_72fcd88ce6da	App/Home/ScanRecord.swift	652	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_72fcd88ce6da	App/Home/ScanRecord.swift	652	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边抽帧"" : ""正在抽帧"""	
COPY_a5ad6690c149	App/Home/ScanRecord.swift	654	source_literal	needs_translation	"if source.contains(""审核和筛选"") || source.contains(""视角审核"") {"	
COPY_a5ad6690c149	App/Home/ScanRecord.swift	654	source_literal	needs_translation	"if source.contains(""审核和筛选"") || source.contains(""视角审核"") {"	
COPY_0ba9f73c3af7	App/Home/ScanRecord.swift	655	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_0ba9f73c3af7	App/Home/ScanRecord.swift	655	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预审核"" : ""正在做预审核"""	
COPY_24a354bb6240	App/Home/ScanRecord.swift	657	source_literal	needs_translation	"if source.contains(""特征提取"") {"	
COPY_81cf876ff636	App/Home/ScanRecord.swift	658	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_81cf876ff636	App/Home/ScanRecord.swift	658	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边提取 SfM 特征"" : ""正在提取特征"""	
COPY_9ff51bb20ac7	App/Home/ScanRecord.swift	660	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预处理"" : ""正在预处理并准备重建"""	
COPY_9ff51bb20ac7	App/Home/ScanRecord.swift	660	source_literal	needs_translation	"return displayStatus == .uploading ? ""正在边上传边预处理"" : ""正在预处理并准备重建"""	
COPY_adeb866347be	App/Home/ScanRecord.swift	665	source_literal	needs_translation	"return ""正在做训练前检查"""	
COPY_ce3b19f4921d	App/Home/ScanRecord.swift	670	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在启动种子训练"" : ""正在边上传边启动种子训练"""	
COPY_ce3b19f4921d	App/Home/ScanRecord.swift	670	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在启动种子训练"" : ""正在边上传边启动种子训练"""	
COPY_475d2a44cb08	App/Home/ScanRecord.swift	672	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在等待更多输入继续种子训练"" : ""正在边上传边等待更多输入继续种子训练"""	
COPY_475d2a44cb08	App/Home/ScanRecord.swift	672	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在等待更多输入继续种子训练"" : ""正在边上传边等待更多输入继续种子训练"""	
COPY_9b76e51d246b	App/Home/ScanRecord.swift	674	source_literal	needs_translation	"return ""正在缩小种子训练规模后重试"""	
COPY_7622caad8c77	App/Home/ScanRecord.swift	676	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在训练种子模型"" : ""正在边上传边训练种子模型"""	
COPY_7622caad8c77	App/Home/ScanRecord.swift	676	source_literal	needs_translation	"return uploadCompletedOnBackend ? ""正在训练种子模型"" : ""正在边上传边训练种子模型"""	
COPY_f1cb57df6f82	App/Home/ScanRecord.swift	678	source_literal	needs_translation	"return ""正在训练 3D 模型"""	
COPY_a917cacaf0ef	App/Home/ScanRecord.swift	680	source_literal	needs_translation	"return ""正在整理 3DGS 结果"""	
COPY_a7a80065e86a	App/Home/ScanRecord.swift	685	source_literal	needs_translation	"return ""正在训练 3D 模型"""	
COPY_e32723bc9cbb	App/Home/ScanRecord.swift	690	source_literal	needs_translation	"return ""正在回传到手机"""	
COPY_4b0c6b0118b1	App/Home/ScanRecord.swift	694	source_literal	needs_translation	"return ""正在回传到手机"""	
COPY_6cd4c5827ae0	App/Home/ScanRecord.swift	696	source_literal	needs_translation	"return ""正在整理并回传结果"""	
COPY_d30ee0b4237b	App/Home/ScanRecord.swift	699	source_literal	needs_translation	"return ""正在整理并回传结果"""	
COPY_5b852b502e8c	App/Home/ScanRecord.swift	701	source_literal	needs_translation	"return ""正在回传到手机"""	
COPY_ed9c95d49cb4	App/Home/ScanRecord.swift	713	source_literal	needs_translation	"return ""正在检查视频是否可读、时长是否正常，并挑选最合适的流式重封装方案。"""	
COPY_74a42e4539b7	App/Home/ScanRecord.swift	715	source_literal	needs_translation	"return ""正在把视频整理成更适合后台持续上传和流式预处理的容器格式。"""	
COPY_deeb6c7d4e90	App/Home/ScanRecord.swift	717	source_literal	needs_translation	"return ""流式友好容器已经写出，正在校验文件大小与可用性。"""	
COPY_3c514e1f4004	App/Home/ScanRecord.swift	719	source_literal	needs_translation	"return ""流式友好容器已就绪，下一步会立即开始后台上传。"""	
COPY_e158754a7586	App/Home/ScanRecord.swift	721	source_literal	needs_translation	"return ""会先把视频整理成更适合流式处理的容器，再进入后台上传。"""	
COPY_f073a6b05a11	App/Home/ScanRecord.swift	818	source_literal	needs_translation	"return ""\(nativeIngested) / \(submitted) 帧"""	
COPY_bf37e581fd2e	App/Home/ScanRecord.swift	827	source_literal	needs_translation	"return ""\(ready) / \(submitted) 批 depth"""	
COPY_ddde6a72a8ed	App/Home/ScanRecord.swift	832	source_literal	needs_translation	"return ""\(processed) / \(target) 帧"""	
COPY_eaf05f5f9840	App/Home/ScanRecord.swift	836	source_literal	needs_translation	"return ""\(processed) 帧"""	
COPY_56cbc9699c7a	App/Home/ScanRecord.swift	847	source_literal	needs_translation	"return ""seed \(accepted) · 帧 \(selected)"""	
COPY_6a6386e0345c	App/Home/ScanRecord.swift	851	source_literal	needs_translation	"return ""seed \(accepted) · 候选 \(candidates)"""	
COPY_520fb92770a8	App/Home/ScanRecord.swift	859	source_literal	needs_translation	"return ""关键帧 \(selected) / \(minimum)"""	
COPY_3b569b36a407	App/Home/ScanRecord.swift	861	source_literal	needs_translation	"return ""关键帧 \(selected) · 已达标"""	
COPY_ebfb0f0926b6	App/Home/ScanRecord.swift	866	source_literal	needs_translation	"return ""seed \(accepted) · 候选 \(candidates)"""	
COPY_e6b0980ae453	App/Home/ScanRecord.swift	877	source_literal	needs_translation	"return ""\(gaussians) 个高斯"""	
COPY_e9a79139818a	App/Home/ScanRecord.swift	896	source_literal	needs_translation	"return ""保留 \(kept) · 删除 \(removed)"""	
COPY_578f36e167b5	App/Home/ScanRecord.swift	1176	source_literal	needs_translation	"if isPrepareTrackActive { titles.append(""整理"") }"	
COPY_7c8246ff5734	App/Home/ScanRecord.swift	1177	source_literal	needs_translation	"if isUploadTrackActive { titles.append(""上传"") }"	
COPY_fcded8393937	App/Home/ScanRecord.swift	1178	source_literal	needs_translation	"if isPreprocessTrackActive { titles.append(""预处理"") }"	
COPY_03bd35cc87d0	App/Home/ScanRecord.swift	1179	source_literal	needs_translation	"if isTrainTrackActive { titles.append(""训练"") }"	
COPY_3e40d6b07b11	App/Home/ScanRecord.swift	1180	source_literal	needs_translation	"if isReturnTrackActive { titles.append(""回传"") }"	
COPY_41df0b8b39a0	App/Home/ScanRecord.swift	1187	source_literal	needs_translation	"return ""处理中"""	
COPY_4b12ab0074a9	App/Home/ScanRecord.swift	1189	source_literal	needs_translation	"return ""正在\(titles[0])"""	
COPY_11784c3a13a2	App/Home/ScanRecord.swift	1191	source_literal	needs_translation	"return ""\(titles[0])与\(titles[1])并行中"""	
COPY_f32e05eb93bf	App/Home/ScanRecord.swift	1193	source_literal	needs_translation	"return ""\(titles.joined(separator: ""、""))并行中"""	
COPY_2e45bb5ec36a	App/Home/ScanRecord.swift	1201	source_literal	needs_translation	"return ""本地结果已生成"""	
COPY_c98f68a11cba	App/Home/ScanRecord.swift	1203	source_literal	needs_translation	"return ""本地处理失败了"""	
COPY_04105b7e92f4	App/Home/ScanRecord.swift	1205	source_literal	needs_translation	"return ""本地处理已取消"""	
COPY_5132fc92341f	App/Home/ScanRecord.swift	1207	source_literal	needs_translation	"return localPreviewPhase?.title ?? ""正在生成本地结果"""	
COPY_cf0bec22e01f	App/Home/ScanRecord.swift	1211	source_literal	needs_translation	"return ""预处理完成，等待 GPU 开始训练"""	
COPY_304ec9eaa1f4	App/Home/ScanRecord.swift	1221	source_literal	needs_translation	"return ""上传完成，正在确认入库"""	
COPY_0b8179009138	App/Home/ScanRecord.swift	1224	source_literal	needs_translation	"return ""上传与增量相机重建并行中"""	
COPY_23f780e3f7c2	App/Home/ScanRecord.swift	1227	source_literal	needs_translation	"return ""上传与预处理并行中"""	
COPY_ca4bb53560f0	App/Home/ScanRecord.swift	1229	source_literal	needs_translation	"return ""正在上传视频"""	
COPY_2c5377ffa4da	App/Home/ScanRecord.swift	1232	source_literal	needs_translation	"return ""预处理完成，等待 GPU 开始训练"""	
COPY_cef5e9c8d0f7	App/Home/ScanRecord.swift	1234	source_literal	needs_translation	"return ""上传完成，等待 GPU 接手"""	
COPY_03921b5a0221	App/Home/ScanRecord.swift	1237	source_literal	needs_translation	"return ""正在做训练前检查"""	
COPY_f5a1815816d3	App/Home/ScanRecord.swift	1239	source_literal	needs_translation	"return ""正在预处理并准备重建"""	
COPY_30878e368ff7	App/Home/ScanRecord.swift	1241	source_literal	needs_translation	"return ""正在训练 3D 模型"""	
COPY_d8bc10d16168	App/Home/ScanRecord.swift	1243	source_literal	needs_translation	"return ""正在整理并回传结果"""	
COPY_03672ef64f63	App/Home/ScanRecord.swift	1245	source_literal	needs_translation	"return ""结果已回到手机"""	
COPY_3851998465a8	App/Home/ScanRecord.swift	1247	source_literal	needs_translation	"return ""这次任务已取消"""	
COPY_f9eaab4c1593	App/Home/ScanRecord.swift	1249	source_literal	needs_translation	"return ""这次任务失败了"""	
COPY_f98dfd5aa02d	App/Home/ScanRecord.swift	1257	source_literal	needs_translation	"return ""手机已经生成可交互的本地 preview，可以直接进入 3D 查看器查看结果。"""	
COPY_7f43c447f9af	App/Home/ScanRecord.swift	1264	source_literal	needs_translation	"return ""手机会依次完成深度先验、seed 初始化、bounded refine 和导出。"""	
COPY_35afe2562cb0	App/Home/ScanRecord.swift	1268	source_literal	needs_translation	"return ""当前这条任务的抽帧、重建和视角审核已完成，正在等待 GPU 训练槽。"""	
COPY_fabeea97eecc	App/Home/ScanRecord.swift	1273	source_literal	needs_translation	"return ""当前同时开工：\(titles)。上传未结束前，后端会继续消费可见输入、复用 live SfM 结果，并尽早启动训练。"""	
COPY_985ae633c566	App/Home/ScanRecord.swift	1276	source_literal	needs_translation	"return ""当前同时开工：\(titles)。上传未结束时，后端会持续消费已可见的视频分片。"""	
COPY_e703488f4427	App/Home/ScanRecord.swift	1278	source_literal	needs_translation	"return ""当前同时开工：\(titles)。"""	
COPY_0e486511ed7b	App/Home/ScanRecord.swift	1283	source_literal	needs_translation	"?? ""会先把视频整理成更适合流式处理的容器，再进入后台上传。"""	
COPY_9013f123c6a2	App/Home/ScanRecord.swift	1286	source_literal	needs_translation	"return ""所有分片已发送，正在等待对象存储确认并完成合并。"""	
COPY_5a458d507051	App/Home/ScanRecord.swift	1289	source_literal	needs_translation	"return ""当前同时开工：上传、抽帧、预审核、增量相机重建。上传未结束时，后端会持续消费已可见的视频分片。"""	
COPY_7abf23245d70	App/Home/ScanRecord.swift	1292	source_literal	needs_translation	"return ""当前同时开工：上传、抽帧、预审核。上传未结束时，后端会持续消费已可见的视频分片。"""	
COPY_e3f195382bbd	App/Home/ScanRecord.swift	1294	source_literal	needs_translation	"return ""手机正在把视频直接上传到对象存储。"""	
COPY_416bdb91cc19	App/Home/ScanRecord.swift	1296	source_literal	needs_translation	"return ""视频已经完整到达对象存储，正在等待可用 GPU 真正接单。"""	
COPY_0a04228379a4	App/Home/ScanRecord.swift	1299	source_literal	needs_translation	"return ""相机重建和视角审核已完成，正在做训练前检查。通过后才会进入完整训练。"""	
COPY_183af68509cf	App/Home/ScanRecord.swift	1301	source_literal	needs_translation	"return ""上传已结束，后端正在做正式预处理、视角对齐和相机重建。"""	
COPY_b2e3ca0858b6	App/Home/ScanRecord.swift	1303	source_literal	needs_translation	"return ""预处理已完成，GPU 正在优化 3D 模型。"""	
